Date,Ticker,SyntheticBorrowRate
2025-02-27,BAC,0.001562879540273108
2025-02-28,BAC,0.001090269075389253
2025-03-03,BAC,0.002212898812218191
2025-03-04,BAC,-0.0016512854403117976
2025-03-05,BAC,-0.0002159017573830848
2025-03-06,BAC,-0.004083763368089606
2025-03-07,BAC,-0.004143370213834465
2025-03-10,BAC,-0.003577292664103076
2025-03-11,BAC,-0.0020111006646701167
2025-03-12,BAC,-0.0006986660133707889
2025-03-13,BAC,0.002122339753295733
2025-03-14,BAC,0.003808505190078828
2025-03-17,BAC,-7.990624873162972e-05
2025-03-18,BAC,0.0022235834903975324
2025-03-19,BAC,0.0030249538728565764
2025-03-20,BAC,0.001684211141149901
2025-03-21,BAC,0.0014396411654440935
2025-03-24,BAC,0.003903459707035799
2025-03-25,BAC,0.0006952475200839386
2025-03-26,BAC,0.0016820432659905048
2025-03-27,BAC,-0.0016363282134659
2025-03-28,BAC,0.0006535255949262629
2025-03-31,BAC,-0.0016589241325739353
2025-04-01,BAC,-0.002134887277810978
2025-04-02,BAC,-0.002320378280835475
2025-04-03,BAC,1.8918114079311682e-05
2025-04-04,BAC,0.0008633118544724922
2025-04-07,BAC,-0.0014843476134624937
2025-04-08,BAC,-0.0011362226423157868
2025-04-09,BAC,-0.0015024889159519932
2025-04-10,BAC,-0.0004219962498106149
2025-04-11,BAC,0.004012236557279373
2025-04-14,BAC,0.0042490581683795004
2025-04-15,BAC,0.005387143668650733
2025-04-16,BAC,0.002537354652692008
2025-04-17,BAC,0.0017633141693961134
2025-04-21,BAC,0.0008810656156962248
2025-04-22,BAC,0.004222695719891766
2025-04-23,BAC,0.004089910798733989
2025-04-24,BAC,0.005010970073443833
2025-04-25,BAC,0.002739622848234875
2025-04-28,BAC,0.0012596935502932984
2025-04-29,BAC,0.006752689857913625
2025-04-30,BAC,0.006289581852853544
2025-05-01,BAC,0.001211431010011921
2025-05-02,BAC,-0.0017621982832518967
2025-05-05,BAC,0.002398757611962775
2025-05-06,BAC,0.0051281400869981845
2025-05-07,BAC,0.004442113498092605
2025-05-08,BAC,0.002884742498068165
2025-05-09,BAC,0.0039263637955200565
2025-05-12,BAC,0.005606256422956098
2025-05-13,BAC,0.0023638610427347477
2025-05-14,BAC,0.002233104742999076
2025-05-15,BAC,0.0032358312211319103
2025-05-16,BAC,0.00576264808026011
2025-05-19,BAC,0.0051161944548208105
2025-05-20,BAC,0.002014955794344759
2025-05-21,BAC,0.0021914361424885224
2025-05-22,BAC,9.047698363389328e-05
2025-05-23,BAC,0.0006612647473558226
2025-05-27,BAC,-3.174117183992473e-05
2025-05-28,BAC,-0.000833384549661887
2025-05-29,BAC,0.00034182980601781747
2025-05-30,BAC,0.0014192118414071094
2025-06-02,BAC,0.0035463330227695207
2025-06-03,BAC,0.0013648520558847861
2025-06-04,BAC,-0.002534204432674808
2025-06-05,BAC,-0.00020741215166371438
2025-06-06,BAC,-0.0007844721986853727
2025-06-09,BAC,0.001504776196641468
2025-06-10,BAC,0.002850696239844135
2025-06-11,BAC,0.0008513374380837329
2025-06-12,BAC,0.0049021369324523875
2025-06-13,BAC,0.0018166677488651215
2025-06-16,BAC,0.0005490365913343104
2025-06-17,BAC,-0.0024147855967048535
2025-06-18,BAC,-0.0009424270124409702
2025-06-20,BAC,0.000620353369413238
2025-06-23,BAC,0.0008405085434514624
2025-06-24,BAC,0.0003172237228409496
2025-06-25,BAC,0.0010052117981412306
2025-06-26,BAC,0.002819609926862042
2025-06-27,BAC,0.0020935916677150743
2025-06-30,BAC,0.002230237306102981
2025-07-01,BAC,0.0004955267288472077
2025-07-02,BAC,0.0004499162740007525
2025-07-03,BAC,0.0037517080931297373
2025-07-07,BAC,0.000765107387514139
2025-07-08,BAC,-0.0008219310912057421
2025-07-09,BAC,-0.00016433064283329833
2025-07-10,BAC,0.0009540098963602377
2025-07-11,BAC,-0.0014644140140216914
2025-07-14,BAC,-0.001712303485968682
2025-07-15,BAC,-0.00048303231159379514
2025-07-16,BAC,-0.0009120370157299152
2025-07-17,BAC,-0.00014847504493081538
2025-07-18,BAC,-0.0002329379449616661
2025-07-21,BAC,0.0007086826184826148
2025-07-22,BAC,0.003220194732245621
2025-07-23,BAC,0.002977264268704617
2025-07-24,BAC,0.000852369194842344
2025-07-25,BAC,0.000884865302261432
2025-07-28,BAC,-0.0014436959949610914
2025-07-29,BAC,-0.0013582405235368043
2025-07-30,BAC,-0.0011885650542770854
2025-07-31,BAC,-0.000708203977915061
2025-08-01,BAC,-0.0016134870448134353
2025-08-04,BAC,7.614543158895968e-05
2025-08-05,BAC,-0.00011843891461795094
2025-08-06,BAC,0.0010271654695359947
2025-08-07,BAC,-0.00539207985474891
2025-08-08,BAC,0.0024540516218273015
2025-08-11,BAC,-0.0010702700458061008
2025-08-12,BAC,-0.0011164280935337225
2025-08-13,BAC,0.004298507964166859
2025-08-14,BAC,0.002972977894468881
2025-08-15,BAC,0.0032255220961141845
2025-08-18,BAC,0.007185335450789217
2025-08-19,BAC,0.004500903076989175
2025-08-20,BAC,-0.00226915495049502
2025-08-21,BAC,0.00045060877069112986
2025-08-22,BAC,0.00020481684669115385
2025-08-25,BAC,0.0033606155983790203
2025-08-26,BAC,0.0018424382870491475
2025-08-27,BAC,0.0024355108948541943
2025-08-28,BAC,0.0009483730953681701
2025-08-29,BAC,0.002291080785153548
2025-09-02,BAC,6.942356488850283e-05
2025-09-03,BAC,0.0010732553147203012
2025-09-04,BAC,-6.487541414262291e-05
2025-09-05,BAC,-0.0024237309859335542
2025-09-08,BAC,-0.0017287143251536082
2025-09-09,BAC,-0.0005981604709238237
2025-09-10,BAC,-0.0006856409324236484
2025-09-11,BAC,0.0023743068281248873
2025-09-12,BAC,0.0021360637581696235
2025-09-15,BAC,0.0010468305390021338
2025-09-16,BAC,0.0008769709354209368
2025-09-17,BAC,0.004165803193989018
2025-09-18,BAC,0.0032307989120250345
2025-09-19,BAC,-4.39346822208263e-05
2025-09-22,BAC,-5.836727651605954e-05
2025-09-23,BAC,-0.0003256036306698686
2025-09-24,BAC,0.0023472486931385606
2025-09-25,BAC,0.0013815234966386243
2025-09-26,BAC,0.0008292386090962564
2025-09-29,BAC,0.002038612148148727
2025-09-30,BAC,0.00026100244887059654
2025-10-01,BAC,-0.0030573591975684026
2025-10-02,BAC,0.0022292514658461267
2025-10-03,BAC,-0.00023256865970497056
2025-10-06,BAC,-0.0030924864053190272
2025-10-07,BAC,-0.0006341644976501221
2025-10-08,BAC,-0.006098400932617239
2025-10-09,BAC,0.0012686085572971152
2025-10-10,BAC,0.0011571746883405386
2025-10-13,BAC,0.0004893832711575681
2025-10-14,BAC,-0.0012522998383980976
2025-10-15,BAC,0.004345012483334288
2025-10-16,BAC,0.0018359956139847545
2025-10-17,BAC,0.005841563397851012
2025-10-20,BAC,0.003301415519438696
2025-10-21,BAC,-0.000747695503194853
2025-10-22,BAC,0.002448846210323283
2025-10-23,BAC,-0.00026523429398598577
2025-10-24,BAC,0.0042960016615357045
2025-10-27,BAC,0.0023246163373487685
2025-10-28,BAC,0.0007024071000223998
2025-10-29,BAC,0.004494014073016427
2025-10-30,BAC,0.0022426434183558126
2025-10-31,BAC,-0.0008986385072498806
2024-11-01,C,
2024-11-04,C,
2024-11-05,C,
2024-11-06,C,
2024-11-07,C,
2024-11-08,C,
2024-11-11,C,
2024-11-12,C,
2024-11-13,C,
2024-11-14,C,
2024-11-15,C,-0.0001003096275263135
2024-11-18,C,-0.0005760816038373699
2024-11-19,C,0.0006614901640485346
2024-11-20,C,0.004756839274841814
2024-11-21,C,0.0005193382067207774
2024-11-22,C,0.0038725049279144785
2024-11-25,C,-0.0012084506955547859
2024-11-26,C,-0.001826346734663434
2024-11-27,C,0.0029811127831061287
2024-11-29,C,0.004739739369529764
2024-12-02,C,0.002217175243392093
2024-12-03,C,0.001754243355196828
2024-12-04,C,-0.0040186422126312175
2024-12-05,C,0.0023704301043893125
2024-12-06,C,-0.0008305980255321952
2024-12-09,C,0.0004326475860661861
2024-12-10,C,-0.0023526798260058825
2024-12-11,C,-0.001205777395738093
2024-12-12,C,0.0011696579213988176
2024-12-13,C,-0.0018620591263057906
2024-12-16,C,-0.001050650491198474
2024-12-17,C,-0.0003091948281999169
2024-12-18,C,-0.00041816772798852975
2024-12-19,C,-0.0007657748872024747
2024-12-20,C,-0.002782586933034806
2024-12-23,C,0.0011478660394745152
2024-12-24,C,0.0017522830054100412
2024-12-26,C,0.0033498398449448297
2024-12-27,C,0.002606110251908874
2024-12-30,C,0.0012189155001515633
2024-12-31,C,0.001563472105278303
2025-01-02,C,0.001115549827604465
2025-01-03,C,0.002897753857809125
2025-01-06,C,-0.0007726297858707677
2025-01-07,C,0.0022653836681116373
2025-01-08,C,0.002914195043947629
2025-01-10,C,-9.538922450712641e-05
2025-01-13,C,0.0008817038948431267
2025-01-14,C,0.001811621807855866
2025-01-15,C,0.007161077492959079
2025-01-16,C,0.0023067721630234605
2025-01-17,C,0.008651053510275043
2025-01-21,C,0.0029610516593228655
2025-01-22,C,0.0005555327370090563
2025-01-23,C,0.0022292631243509193
2025-01-24,C,0.0033996998483184077
2025-01-27,C,0.004235134711596514
2025-01-28,C,-0.0011588048673341158
2025-01-29,C,0.002456597001549564
2025-01-30,C,0.003784250420300986
2025-01-31,C,-0.0013947437007377187
2025-02-03,C,-0.0013584013419370975
2025-02-04,C,0.0014402238785705104
2025-02-05,C,-8.388951744193611e-05
2025-02-06,C,-0.0021484503271579415
2025-02-07,C,-0.001256306939290966
2025-02-10,C,0.001497229514907208
2025-02-11,C,0.002456109712230315
2025-02-12,C,0.003208985814925759
2025-02-13,C,0.001040256480592899
2025-02-14,C,0.0009885618853663501
2025-02-18,C,0.004850602364924812
2025-02-19,C,-0.0009131473241972422
2025-02-20,C,0.0021375822216518265
2025-02-21,C,-0.004639556559118702
2025-02-24,C,-0.004075972273844545
2025-02-25,C,-0.0008549763851256891
2025-02-26,C,-0.0027271477578381916
2025-02-27,C,-0.003503991258687994
2025-02-28,C,0.001486050151231046
2025-03-03,C,0.002113040646374756
2025-03-04,C,-0.005094954690239868
2025-03-05,C,-0.002365818738284831
2025-03-06,C,-0.0003916129618640712
2025-03-07,C,-0.00529119696578946
2025-03-10,C,-0.0013080558840100473
2025-03-11,C,4.8520002504198376e-05
2025-03-12,C,-0.0018850151108683643
2025-03-13,C,-0.0011126957276238164
2025-03-14,C,-0.000354238420667336
2025-03-17,C,0.0022153225283656915
2025-03-18,C,-0.0008558338884035164
2025-03-19,C,0.0020543957564632784
2025-03-20,C,0.0018976782509358338
2025-03-21,C,-0.00031137313752237434
2025-03-24,C,0.004381245443250567
2025-03-25,C,0.0002645119649857348
2025-03-26,C,0.000507816715637855
2025-03-27,C,0.0003802977900669023
2025-03-28,C,-0.001997719712498843
2025-03-31,C,0.0019305530245257137
2025-04-01,C,0.0023739295427028157
2025-04-02,C,-0.0044314458840749825
2025-04-03,C,-0.0015479130622222156
2025-04-04,C,-0.006325518613314168
2025-04-07,C,-0.0022506009736367643
2025-04-08,C,-0.003849564577660624
2025-04-09,C,0.0007745436429482289
2025-04-10,C,0.00393922821498572
2025-04-11,C,0.004854045813116391
2025-04-14,C,0.006315630214321562
2025-04-15,C,0.005573116559663392
2025-04-16,C,0.00029950158442045255
2025-04-17,C,0.007025944925813651
2025-04-21,C,0.002174227973161534
2025-04-22,C,0.0018073743245402166
2025-04-23,C,0.0035010928313820326
2025-04-24,C,0.0049005240922990355
2025-04-25,C,0.0026483459656580968
2025-04-28,C,0.0040818068321890845
2025-04-29,C,0.001259030637310482
2025-04-30,C,-0.0015254223919213598
2025-05-01,C,0.0033653080854400773
2025-05-02,C,0.0004126747733499427
2025-05-05,C,0.0007471641282252083
2025-05-06,C,-0.004484883500676143
2025-05-07,C,-0.0011489955472388275
2025-05-08,C,0.0006371197585839687
2025-05-09,C,0.0022425723239305755
2025-05-12,C,0.005075128195920051
2025-05-13,C,0.006907480528198813
2025-05-14,C,-0.00031114886297866446
2025-05-15,C,0.001237545896721129
2025-05-16,C,0.002531206684285295
2025-05-19,C,-0.001673842301086869
2025-05-20,C,-0.003472568827502564
2025-05-21,C,0.002752836141551965
2025-05-22,C,0.0005180950793688833
2025-05-23,C,-0.001216291189004881
2025-05-27,C,0.005897989213738312
2025-05-28,C,-0.0025094946226597095
2025-05-29,C,-0.0012297893158588825
2025-05-30,C,0.0025926958029241424
2025-06-02,C,-0.0010071324729226477
2025-06-03,C,-0.00111414277646131
2025-06-04,C,2.288768942244738e-05
2025-06-05,C,0.002655330206664335
2025-06-06,C,-0.0010196946701465145
2025-06-09,C,-0.0008318014202953693
2025-06-10,C,-0.00031802860709772706
2025-06-11,C,0.0019300378756044278
2025-06-12,C,-0.003741618567805231
2025-06-13,C,0.0006446092520850408
2025-06-16,C,0.0014114533542364247
2025-06-17,C,-0.000415649845577293
2025-06-18,C,0.0007743172730912326
2025-06-20,C,-0.0005219244530756017
2025-06-23,C,0.002836425653555013
2025-06-24,C,0.002364648009521291
2025-06-25,C,0.002240392121776834
2025-06-26,C,0.005045327455882384
2025-06-27,C,0.002794364239435131
2025-06-30,C,0.0004111858242538736
2025-07-01,C,0.0030162256984660506
2025-07-02,C,-0.0009251908310076327
2025-07-03,C,0.0027903202885776117
2025-07-07,C,0.0010674080430457858
2025-07-08,C,5.634344404746778e-05
2025-07-09,C,0.001573476979411982
2025-07-10,C,-0.0009398236731339689
2025-07-11,C,0.0004118006012172467
2025-07-14,C,0.0003515298511309041
2025-07-15,C,0.00388255768870043
2025-07-16,C,0.00252514636842643
2025-07-17,C,0.0044798942329394445
2025-07-18,C,0.002345371785718907
2025-07-21,C,0.002646700672232616
2025-07-22,C,-0.001202155447074337
2025-07-23,C,0.002114834493321689
2025-07-24,C,-0.0008913894419543332
2025-07-25,C,0.002053055263397969
2025-07-28,C,-0.0016175102187252026
2025-07-29,C,0.004148221992803747
2025-07-30,C,-0.001261721302926512
2025-07-31,C,-0.00042936353147753927
2025-08-01,C,0.0019480436128089696
2025-08-04,C,-0.0012165648053103308
2025-08-05,C,-0.0016490286614594613
2025-08-06,C,-0.000539782692661676
2025-08-07,C,0.0017335964692111354
2025-08-08,C,0.0023474891127445857
2025-08-11,C,-0.0004935201700596705
2025-08-12,C,0.003997936124755755
2025-08-13,C,0.0007979325450066175
2025-08-14,C,-0.0002464733411989997
2025-08-15,C,0.0007117909433382203
2025-08-18,C,0.003466916359791599
2025-08-19,C,0.0010796802783588507
2025-08-20,C,0.0034526415887595483
2025-08-21,C,-0.0031614906917325812
2025-08-22,C,0.004460538118678773
2025-08-25,C,0.0023478363934697263
2025-08-26,C,-0.0040982574625017965
2025-08-27,C,-0.0005434611061760446
2025-08-28,C,-0.0005272300414073984
2025-08-29,C,0.0009665591731179861
2025-09-02,C,0.0018386537268965282
2025-09-03,C,-0.0005328503246619712
2025-09-04,C,-0.0017856892020415157
2025-09-05,C,0.0037674479282994175
2025-09-08,C,-0.0018607631994615888
2025-09-09,C,-0.0019242128571100195
2025-09-10,C,0.002783045018318748
2025-09-11,C,0.0010435395496555884
2025-09-12,C,-0.004474789894059391
2025-09-15,C,0.0031081385122269786
2025-09-16,C,0.003006985650716978
2025-09-17,C,0.0003748808120079066
2025-09-18,C,0.005254642663386664
2025-09-19,C,0.0011297062014395702
2025-09-22,C,0.0045450159851464856
2025-09-23,C,0.002093104816029371
2025-09-24,C,0.0022406009970985644
2025-09-25,C,0.0003109981771751126
2025-09-26,C,-0.0012568861307290435
2025-09-29,C,0.0009250133558854164
2025-09-30,C,-0.0021568758099025183
2025-10-01,C,-0.0004919914780208958
2025-10-02,C,0.0002939325486851547
2025-10-03,C,-0.000452709753055288
2025-10-06,C,-0.0027240713141265566
2025-10-07,C,0.0015198887718009528
2025-10-08,C,-0.0006871093024207304
2025-10-09,C,0.0012899712809723717
2025-10-10,C,-0.00044059327344750577
2025-10-13,C,0.0005485715079745423
2025-10-14,C,0.0052872171012672
2025-10-15,C,0.0024105106927668684
2025-10-16,C,-0.0008036091525230743
2025-10-17,C,0.0001921707771125596
2025-10-20,C,0.002821244959007819
2025-10-21,C,0.00016557706344999025
2025-10-22,C,-0.00299656271430649
2025-10-23,C,0.004862328752308884
2025-10-24,C,-0.0006572944455052702
2025-10-27,C,0.0004445495599622925
2025-10-28,C,0.00015029730909783172
2025-10-29,C,0.0026724048329796438
2025-10-30,C,0.000431037839809998
2025-10-31,C,0.002869230975641737
2024-11-01,GS,
2024-11-04,GS,
2024-11-05,GS,
2024-11-06,GS,
2024-11-07,GS,
2024-11-08,GS,
2024-11-11,GS,
2024-11-12,GS,
2024-11-13,GS,
2024-11-14,GS,
2024-11-15,GS,0.00025194582301264496
2024-11-18,GS,0.0015605192185572227
2024-11-19,GS,0.00018596138879565117
2024-11-20,GS,-0.0019308056178049657
2024-11-21,GS,0.00043734225236210817
2024-11-22,GS,-0.002773593786995063
2024-11-25,GS,0.0026306723455765757
2024-11-26,GS,0.004487792541857877
2024-11-27,GS,0.003423744336539105
2024-11-29,GS,0.0007809900140670796
2024-12-02,GS,-0.001617454302047834
2024-12-03,GS,9.337823730011248e-05
2024-12-04,GS,-0.002649706980036659
2024-12-05,GS,0.0027734982623839255
2024-12-06,GS,0.00042763221531788847
2024-12-09,GS,-0.000994396342904883
2024-12-10,GS,-0.0022758989083136315
2024-12-11,GS,0.0037213050700759713
2024-12-12,GS,-0.0015539314215547268
2024-12-13,GS,-0.0006184924326174853
2024-12-16,GS,-0.0018596259104725682
2024-12-17,GS,-0.002147415074966469
2024-12-18,GS,-3.684786965509187e-05
2024-12-19,GS,-0.0012457290831751602
2024-12-20,GS,-0.0012672825280643104
2024-12-23,GS,0.0009340323967717349
2024-12-24,GS,0.0009561798591539428
2024-12-26,GS,0.002756475387740151
2024-12-27,GS,0.0023952745389952046
2024-12-30,GS,0.000223212634193925
2024-12-31,GS,0.0018737039375742524
2025-01-02,GS,-0.0007723908554576827
2025-01-03,GS,-0.0012615933555867559
2025-01-06,GS,-0.002619254018306304
2025-01-07,GS,0.003989115052284886
2025-01-08,GS,-0.0025101563284180253
2025-01-10,GS,0.0018923997142184083
2025-01-13,GS,0.0009213868775626345
2025-01-14,GS,-0.002069621128971094
2025-01-15,GS,0.0019597470660847253
2025-01-16,GS,0.0070556435675625554
2025-01-17,GS,0.004045862510839067
2025-01-21,GS,0.006022876361435803
2025-01-22,GS,0.0042249313358958505
2025-01-23,GS,0.0014096056731294718
2025-01-24,GS,0.003349946039018757
2025-01-27,GS,0.0029624379317206156
2025-01-28,GS,-0.002039682490185395
2025-01-29,GS,0.002275714169152212
2025-01-30,GS,0.0013144981396510165
2025-01-31,GS,0.003654478916947027
2025-02-03,GS,-0.004046572465237434
2025-02-04,GS,-0.0016311764224549202
2025-02-05,GS,0.0035551732153622844
2025-02-06,GS,-0.0013303003504355616
2025-02-07,GS,0.0030482616634668904
2025-02-10,GS,0.001733322355105002
2025-02-11,GS,0.00294410416263288
2025-02-12,GS,-0.0013067044989896934
2025-02-13,GS,0.0021965106228942722
2025-02-14,GS,0.0004700780755812819
2025-02-18,GS,0.0012914104192840062
2025-02-19,GS,0.000662161079024576
2025-02-20,GS,0.00466328865729751
2025-02-21,GS,-0.001417061614152961
2025-02-24,GS,-0.0007029143270952306
2025-02-25,GS,-0.004517256211429166
2025-02-26,GS,-0.00225243109586213
2025-02-27,GS,0.0012353040100455915
2025-02-28,GS,0.004741152232741573
2025-03-03,GS,0.0006715881693735778
2025-03-04,GS,-0.0033349925777013388
2025-03-05,GS,-0.0001904710461585471
2025-03-06,GS,0.005637037904110961
2025-03-07,GS,0.0013944781373563195
2025-03-10,GS,-0.0012783137383548197
2025-03-11,GS,-0.002782325391345518
2025-03-12,GS,-0.001816295492203078
2025-03-13,GS,0.0008621958486918007
2025-03-14,GS,-0.0005863294275696206
2025-03-17,GS,0.0014156701238670292
2025-03-18,GS,0.0037610793295615773
2025-03-19,GS,0.0012765818635140749
2025-03-20,GS,0.002387369552793635
2025-03-21,GS,0.00582905580064748
2025-03-24,GS,0.004958542481008378
2025-03-25,GS,0.0009884409170695901
2025-03-26,GS,0.002123991496601142
2025-03-27,GS,-0.0028208851226569566
2025-03-28,GS,0.0004644395557799094
2025-03-31,GS,-0.004066499171053863
2025-04-01,GS,0.00024922772901455476
2025-04-02,GS,0.002258707420620517
2025-04-03,GS,0.0014042946169133099
2025-04-04,GS,0.0015412187823253937
2025-04-07,GS,-0.0037623111857744357
2025-04-08,GS,-0.0037906031098834825
2025-04-09,GS,0.0015573817280646813
2025-04-10,GS,0.000764544928607233
2025-04-11,GS,0.001944249424658579
2025-04-14,GS,0.006245444616329843
2025-04-15,GS,0.005898633874937913
2025-04-16,GS,0.00024946890473774054
2025-04-17,GS,0.004775545541768269
2025-04-21,GS,0.005112357986419496
2025-04-22,GS,0.005647788783733653
2025-04-23,GS,0.0063219577203583385
2025-04-24,GS,0.0014281593574488466
2025-04-25,GS,0.0008152862718622585
2025-04-28,GS,0.00253177594512821
2025-04-29,GS,0.0039147861917707295
2025-04-30,GS,0.0017264867106316075
2025-05-01,GS,-0.0011735126741496031
2025-05-02,GS,0.00176776624017222
2025-05-05,GS,0.0031965216431716365
2025-05-06,GS,0.001729144700002409
2025-05-07,GS,0.0018974403056155414
2025-05-08,GS,0.0020911908017718544
2025-05-09,GS,0.0015026900492645773
2025-05-12,GS,0.0031026385257174774
2025-05-13,GS,0.0035067645826480334
2025-05-14,GS,0.005203266657358012
2025-05-15,GS,0.005896894097980079
2025-05-16,GS,0.004574995458997308
2025-05-19,GS,-0.0013776482001378086
2025-05-20,GS,0.0031377315056360937
2025-05-21,GS,-0.0014643686674519732
2025-05-22,GS,-0.0032211516080074315
2025-05-23,GS,0.002518269348559588
2025-05-27,GS,0.006078069333975469
2025-05-28,GS,-0.0017639079306728572
2025-05-29,GS,0.003588772541597678
2025-05-30,GS,0.003869231560004639
2025-06-02,GS,-0.0019133147762735096
2025-06-03,GS,-0.00037635065609716744
2025-06-04,GS,0.0011124345148723746
2025-06-05,GS,0.0031146991720000148
2025-06-06,GS,0.0034097916339972285
2025-06-09,GS,0.004987997112571909
2025-06-10,GS,-0.0023196914990071026
2025-06-11,GS,0.002849331910977539
2025-06-12,GS,0.0022256265938681895
2025-06-13,GS,0.001308452392506044
2025-06-16,GS,0.0010385206802946175
2025-06-17,GS,0.0009607196804917947
2025-06-18,GS,0.0007505375116097725
2025-06-20,GS,0.0020484772862148426
2025-06-23,GS,0.0024859180227762437
2025-06-24,GS,-0.001730971707424707
2025-06-25,GS,0.006923987078462596
2025-06-26,GS,0.0067544749567410075
2025-06-27,GS,0.005284404040061008
2025-06-30,GS,0.003751350955095089
2025-07-01,GS,0.00032226408625683333
2025-07-02,GS,0.0031668932043364597
2025-07-03,GS,0.00018518543371461027
2025-07-07,GS,0.0017755597528987328
2025-07-08,GS,0.0016500523141481154
2025-07-09,GS,-0.00016380704401199676
2025-07-10,GS,0.0009433614211562579
2025-07-11,GS,7.734453529991599e-05
2025-07-14,GS,-0.00018174471938140304
2025-07-15,GS,0.002743901485367368
2025-07-16,GS,-9.16316183936631e-05
2025-07-17,GS,0.004381460269709728
2025-07-18,GS,0.00127065005073786
2025-07-21,GS,-0.0011815580243802889
2025-07-22,GS,0.000842116583190603
2025-07-23,GS,0.004095373895469174
2025-07-24,GS,-0.001944518540699652
2025-07-25,GS,0.0034458610460953213
2025-07-28,GS,0.0017650471925211087
2025-07-29,GS,-0.0007244860754791504
2025-07-30,GS,0.0044975358383911555
2025-07-31,GS,-0.0015654838774371216
2025-08-01,GS,-0.0007028673489644748
2025-08-04,GS,0.0012557993589503403
2025-08-05,GS,0.0005246580842252263
2025-08-06,GS,-8.397844397552108e-05
2025-08-07,GS,-0.0007733448783661891
2025-08-08,GS,0.0031724662319952113
2025-08-11,GS,0.0017728462025533415
2025-08-12,GS,0.003281309580673204
2025-08-13,GS,0.0025112040097689894
2025-08-14,GS,0.0004585293621808949
2025-08-15,GS,0.0032530276228138234
2025-08-18,GS,0.0009319178523936241
2025-08-19,GS,0.0009755574624046178
2025-08-20,GS,-0.0004500604765032357
2025-08-21,GS,-0.0021145507759365257
2025-08-22,GS,-0.0012324833612336133
2025-08-25,GS,0.0029868192458057585
2025-08-26,GS,0.0026369704913596424
2025-08-27,GS,0.0036332304404655567
2025-08-28,GS,-4.5084674144042595e-05
2025-08-29,GS,0.004892539160734665
2025-09-02,GS,0.0003105047426873817
2025-09-03,GS,0.001097639602384873
2025-09-04,GS,-0.0003424554285941712
2025-09-05,GS,-0.001242835696247524
